,사용일,호선,역명,sta_no,상하선,time,count
2238,평일,3,경찰병원,341,2,23,132.0
2239,평일,3,경찰병원,341,2,24,40.0
2240,평일,3,고속터미널,329,1,05,105.60000000000001
2241,평일,3,고속터미널,329,1,06,193.6
2242,평일,3,고속터미널,329,1,07,532.0
2243,평일,3,고속터미널,329,1,08,946.3999999999999
2244,평일,3,고속터미널,329,1,09,847.2
2245,평일,3,고속터미널,329,1,10,682.4000000000001
2246,평일,3,고속터미널,329,1,11,815.2
2247,평일,3,고속터미널,329,1,12,956.8000000000001
2248,평일,3,고속터미널,329,1,13,828.0
2249,평일,3,고속터미널,329,1,14,950.4
2250,평일,3,고속터미널,329,1,15,1023.2
2251,평일,3,고속터미널,329,1,16,884.8
2252,평일,3,고속터미널,329,1,17,1118.4
2253,평일,3,고속터미널,329,1,18,1526.4
2254,평일,3,고속터미널,329,1,19,1168.8
2255,평일,3,고속터미널,329,1,20,761.5999999999999
2256,평일,3,고속터미널,329,1,21,705.5999999999999
2257,평일,3,고속터미널,329,1,22,756.0
2258,평일,3,고속터미널,329,1,23,431.19999999999993
2259,평일,3,고속터미널,329,1,24,191.2
2260,평일,3,고속터미널,329,2,05,281.6
2261,평일,3,고속터미널,329,2,06,596.0
2262,평일,3,고속터미널,329,2,07,1091.2
2263,평일,3,고속터미널,329,2,08,1753.5999999999997
2264,평일,3,고속터미널,329,2,09,1047.1999999999998
2265,평일,3,고속터미널,329,2,10,789.6
2266,평일,3,고속터미널,329,2,11,728.0
2267,평일,3,고속터미널,329,2,12,783.1999999999999
2268,평일,3,고속터미널,329,2,13,1132.8000000000002
2269,평일,3,고속터미널,329,2,14,1032.8
2270,평일,3,고속터미널,329,2,15,948.0
2271,평일,3,고속터미널,329,2,16,1352.8
2272,평일,3,고속터미널,329,2,17,1016.0
2273,평일,3,고속터미널,329,2,18,1340.0
2274,평일,3,고속터미널,329,2,19,1012.0
2275,평일,3,고속터미널,329,2,20,692.8
2276,평일,3,고속터미널,329,2,21,720.8
2277,평일,3,고속터미널,329,2,22,740.0
2278,평일,3,고속터미널,329,2,23,511.2
2279,평일,3,고속터미널,329,2,24,142.4
2280,평일,3,교대,330,1,05,123.2
2281,평일,3,교대,330,1,06,243.20000000000002
2282,평일,3,교대,330,1,07,644.8
2283,평일,3,교대,330,1,08,1018.4
2284,평일,3,교대,330,1,09,826.3999999999999
2285,평일,3,교대,330,1,10,738.4000000000001
2286,평일,3,교대,330,1,11,938.4000000000001
2287,평일,3,교대,330,1,12,1091.2
2288,평일,3,교대,330,1,13,895.2
2289,평일,3,교대,330,1,14,1074.4
2290,평일,3,교대,330,1,15,1138.4
2291,평일,3,교대,330,1,16,1065.6
2292,평일,3,교대,330,1,17,1356.0
2293,평일,3,교대,330,1,18,1969.6
2294,평일,3,교대,330,1,19,1414.4
2295,평일,3,교대,330,1,20,857.6000000000001
2296,평일,3,교대,330,1,21,834.4000000000001
2297,평일,3,교대,330,1,22,914.4000000000001
2298,평일,3,교대,330,1,23,485.6
2299,평일,3,교대,330,1,24,218.4
2300,평일,3,교대,330,2,05,321.6
2301,평일,3,교대,330,2,06,546.4000000000001
2302,평일,3,교대,330,2,07,956.0
2303,평일,3,교대,330,2,08,1500.8
2304,평일,3,교대,330,2,09,790.4000000000001
2305,평일,3,교대,330,2,10,589.6
2306,평일,3,교대,330,2,11,556.0
2307,평일,3,교대,330,2,12,607.2
2308,평일,3,교대,330,2,13,852.8
2309,평일,3,교대,330,2,14,812.0
2310,평일,3,교대,330,2,15,747.2
2311,평일,3,교대,330,2,16,1090.4
2312,평일,3,교대,330,2,17,863.2
2313,평일,3,교대,330,2,18,1028.8000000000002
2314,평일,3,교대,330,2,19,824.8
2315,평일,3,교대,330,2,20,558.4
2316,평일,3,교대,330,2,21,610.4000000000001
2317,평일,3,교대,330,2,22,642.4
2318,평일,3,교대,330,2,23,479.2
2319,평일,3,교대,330,2,24,124.0
2320,평일,3,구파발,310,1,05,459.19999999999993
2321,평일,3,구파발,310,1,06,189.6
2322,평일,3,구파발,310,1,07,196.8
2323,평일,3,구파발,310,1,08,218.39999999999998
2324,평일,3,구파발,310,1,09,147.2
2325,평일,3,구파발,310,1,10,137.6
2326,평일,3,구파발,310,1,11,204.8
2327,평일,3,구파발,310,1,12,289.6
2328,평일,3,구파발,310,1,13,326.40000000000003
2329,평일,3,구파발,310,1,14,300.8
2330,평일,3,구파발,310,1,15,468.0
2331,평일,3,구파발,310,1,16,399.2
2332,평일,3,구파발,310,1,17,566.4
2333,평일,3,구파발,310,1,18,679.1999999999999
2334,평일,3,구파발,310,1,19,684.0
2335,평일,3,구파발,310,1,20,414.4000000000001
2336,평일,3,구파발,310,1,21,448.80000000000007
2337,평일,3,구파발,310,1,22,428.79999999999995
2338,평일,3,구파발,310,1,23,301.6
2339,평일,3,구파발,310,1,24,90.4
2340,평일,3,구파발,310,2,05,182.40000000000003
2341,평일,3,구파발,310,2,06,405.6
2342,평일,3,구파발,310,2,07,901.5999999999999
2343,평일,3,구파발,310,2,08,998.4
2344,평일,3,구파발,310,2,09,653.6
2345,평일,3,구파발,310,2,10,555.1999999999999
2346,평일,3,구파발,310,2,11,466.40000000000003
2347,평일,3,구파발,310,2,12,465.6
2348,평일,3,구파발,310,2,13,492.0
2349,평일,3,구파발,310,2,14,336.8
2350,평일,3,구파발,310,2,15,415.99999999999994
2351,평일,3,구파발,310,2,16,393.6
2352,평일,3,구파발,310,2,17,350.4
2353,평일,3,구파발,310,2,18,340.8
2354,평일,3,구파발,310,2,19,224.8
2355,평일,3,구파발,310,2,20,178.39999999999998
2356,평일,3,구파발,310,2,21,164.8
2357,평일,3,구파발,310,2,22,219.2
2358,평일,3,구파발,310,2,23,88.8
2359,평일,3,구파발,310,2,24,53.6
2360,평일,3,금호,324,1,05,180.8
2361,평일,3,금호,324,1,06,146.4
2362,평일,3,금호,324,1,07,444.79999999999995
2363,평일,3,금호,324,1,08,824.8
2364,평일,3,금호,324,1,09,541.6
2365,평일,3,금호,324,1,10,516.0
2366,평일,3,금호,324,1,11,703.1999999999999
2367,평일,3,금호,324,1,12,841.5999999999999
2368,평일,3,금호,324,1,13,731.2
2369,평일,3,금호,324,1,14,780.8000000000001
2370,평일,3,금호,324,1,15,979.1999999999999
2371,평일,3,금호,324,1,16,803.2
2372,평일,3,금호,324,1,17,1103.1999999999998
2373,평일,3,금호,324,1,18,1493.6000000000001
2374,평일,3,금호,324,1,19,1280.0
2375,평일,3,금호,324,1,20,845.6
2376,평일,3,금호,324,1,21,755.2
2377,평일,3,금호,324,1,22,859.2
2378,평일,3,금호,324,1,23,485.6
2379,평일,3,금호,324,1,24,194.39999999999998
2380,평일,3,금호,324,2,05,448.00000000000006
2381,평일,3,금호,324,2,06,547.2
2382,평일,3,금호,324,2,07,942.4000000000001
2383,평일,3,금호,324,2,08,1457.6000000000001
2384,평일,3,금호,324,2,09,1042.4
2385,평일,3,금호,324,2,10,784.0000000000001
2386,평일,3,금호,324,2,11,665.5999999999999
2387,평일,3,금호,324,2,12,728.8
2388,평일,3,금호,324,2,13,1012.8000000000002
2389,평일,3,금호,324,2,14,835.2
2390,평일,3,금호,324,2,15,871.2
2391,평일,3,금호,324,2,16,1155.2
2392,평일,3,금호,324,2,17,816.0000000000001
2393,평일,3,금호,324,2,18,1132.0
2394,평일,3,금호,324,2,19,724.0
2395,평일,3,금호,324,2,20,436.8
2396,평일,3,금호,324,2,21,488.79999999999995
2397,평일,3,금호,324,2,22,522.4000000000001
2398,평일,3,금호,324,2,23,352.8
2399,평일,3,금호,324,2,24,112.80000000000001
2400,평일,3,남부터미널,331,1,05,118.40000000000002
2401,평일,3,남부터미널,331,1,06,202.4
2402,평일,3,남부터미널,331,1,07,608.8
2403,평일,3,남부터미널,331,1,08,940.8
2404,평일,3,남부터미널,331,1,09,685.5999999999999
2405,평일,3,남부터미널,331,1,10,643.2
2406,평일,3,남부터미널,331,1,11,787.2
2407,평일,3,남부터미널,331,1,12,872.0
2408,평일,3,남부터미널,331,1,13,698.4000000000001
2409,평일,3,남부터미널,331,1,14,806.3999999999999
2410,평일,3,남부터미널,331,1,15,864.8
2411,평일,3,남부터미널,331,1,16,824.0
2412,평일,3,남부터미널,331,1,17,1095.2
2413,평일,3,남부터미널,331,1,18,1612.8000000000002
2414,평일,3,남부터미널,331,1,19,1128.0
2415,평일,3,남부터미널,331,1,20,670.4
2416,평일,3,남부터미널,331,1,21,672.8
2417,평일,3,남부터미널,331,1,22,697.6
2418,평일,3,남부터미널,331,1,23,336.8
2419,평일,3,남부터미널,331,1,24,158.39999999999998
2420,평일,3,남부터미널,331,2,05,286.4
2421,평일,3,남부터미널,331,2,06,443.2
2422,평일,3,남부터미널,331,2,07,796.8
2423,평일,3,남부터미널,331,2,08,1139.2
2424,평일,3,남부터미널,331,2,09,642.4
2425,평일,3,남부터미널,331,2,10,471.19999999999993
2426,평일,3,남부터미널,331,2,11,450.40000000000003
2427,평일,3,남부터미널,331,2,12,507.20000000000005
2428,평일,3,남부터미널,331,2,13,690.4
2429,평일,3,남부터미널,331,2,14,712.8
2430,평일,3,남부터미널,331,2,15,620.0
2431,평일,3,남부터미널,331,2,16,909.5999999999999
2432,평일,3,남부터미널,331,2,17,761.6
2433,평일,3,남부터미널,331,2,18,978.4
2434,평일,3,남부터미널,331,2,19,764.0
2435,평일,3,남부터미널,331,2,20,539.2
2436,평일,3,남부터미널,331,2,21,594.4
2437,평일,3,남부터미널,331,2,22,608.0
2438,평일,3,남부터미널,331,2,23,453.6
2439,평일,3,남부터미널,331,2,24,113.60000000000002
2440,평일,3,녹번,313,1,05,360.0
2441,평일,3,녹번,313,1,06,188.8
2442,평일,3,녹번,313,1,07,220.00000000000003
2443,평일,3,녹번,313,1,08,232.8
2444,평일,3,녹번,313,1,09,200.8
2445,평일,3,녹번,313,1,10,200.0
2446,평일,3,녹번,313,1,11,292.0
2447,평일,3,녹번,313,1,12,448.8
2448,평일,3,녹번,313,1,13,481.6
2449,평일,3,녹번,313,1,14,487.20000000000005
2450,평일,3,녹번,313,1,15,788.0
2451,평일,3,녹번,313,1,16,736.0
2452,평일,3,녹번,313,1,17,920.0
2453,평일,3,녹번,313,1,18,1383.2000000000003
2454,평일,3,녹번,313,1,19,1152.8
2455,평일,3,녹번,313,1,20,819.2
2456,평일,3,녹번,313,1,21,750.4
2457,평일,3,녹번,313,1,22,800.0
2458,평일,3,녹번,313,1,23,575.2
2459,평일,3,녹번,313,1,24,277.6
2460,평일,3,녹번,313,2,05,516.8
2461,평일,3,녹번,313,2,06,642.4
2462,평일,3,녹번,313,2,07,1328.0
2463,평일,3,녹번,313,2,08,1811.2
2464,평일,3,녹번,313,2,09,1109.6000000000001
2465,평일,3,녹번,313,2,10,833.5999999999999
2466,평일,3,녹번,313,2,11,666.4
2467,평일,3,녹번,313,2,12,640.0
2468,평일,3,녹번,313,2,13,734.4000000000001
2469,평일,3,녹번,313,2,14,486.4
2470,평일,3,녹번,313,2,15,541.6
2471,평일,3,녹번,313,2,16,549.5999999999999
2472,평일,3,녹번,313,2,17,412.8
2473,평일,3,녹번,313,2,18,414.40000000000003
2474,평일,3,녹번,313,2,19,282.40000000000003
2475,평일,3,녹번,313,2,20,187.20000000000005
2476,평일,3,녹번,313,2,21,193.60000000000002
2477,평일,3,녹번,313,2,22,208.0
2478,평일,3,녹번,313,2,23,121.60000000000001
2479,평일,3,녹번,313,2,24,48.800000000000004
2480,평일,3,대청,337,1,05,94.4
2481,평일,3,대청,337,1,06,129.60000000000002
2482,평일,3,대청,337,1,07,435.2
2483,평일,3,대청,337,1,08,682.4000000000001
2484,평일,3,대청,337,1,09,384.79999999999995
2485,평일,3,대청,337,1,10,330.4
2486,평일,3,대청,337,1,11,342.4
2487,평일,3,대청,337,1,12,372.0
2488,평일,3,대청,337,1,13,282.4
2489,평일,3,대청,337,1,14,326.4
2490,평일,3,대청,337,1,15,288.8
2491,평일,3,대청,337,1,16,315.19999999999993
2492,평일,3,대청,337,1,17,369.5999999999999
2493,평일,3,대청,337,1,18,406.4
2494,평일,3,대청,337,1,19,239.2
2495,평일,3,대청,337,1,20,148.0
2496,평일,3,대청,337,1,21,144.0
2497,평일,3,대청,337,1,22,131.20000000000002
2498,평일,3,대청,337,1,23,93.60000000000001
2499,평일,3,대청,337,1,24,50.4
2500,평일,3,대청,337,2,05,104.0
2501,평일,3,대청,337,2,06,164.8
2502,평일,3,대청,337,2,07,262.40000000000003
2503,평일,3,대청,337,2,08,300.0
2504,평일,3,대청,337,2,09,152.8
2505,평일,3,대청,337,2,10,149.6
2506,평일,3,대청,337,2,11,173.60000000000002
2507,평일,3,대청,337,2,12,184.8
2508,평일,3,대청,337,2,13,245.60000000000002
2509,평일,3,대청,337,2,14,306.4
2510,평일,3,대청,337,2,15,264.79999999999995
2511,평일,3,대청,337,2,16,406.4
2512,평일,3,대청,337,2,17,398.3999999999999
2513,평일,3,대청,337,2,18,475.20000000000005
2514,평일,3,대청,337,2,19,373.6
2515,평일,3,대청,337,2,20,274.4
2516,평일,3,대청,337,2,21,297.6
2517,평일,3,대청,337,2,22,339.20000000000005
2518,평일,3,대청,337,2,23,204.8
2519,평일,3,대청,337,2,24,60.0
2520,평일,3,대치,335,1,05,89.6
2521,평일,3,대치,335,1,06,172.8
2522,평일,3,대치,335,1,07,484.79999999999995
2523,평일,3,대치,335,1,08,750.4000000000001
2524,평일,3,대치,335,1,09,434.4
2525,평일,3,대치,335,1,10,354.4
2526,평일,3,대치,335,1,11,393.6
2527,평일,3,대치,335,1,12,428.80000000000007
2528,평일,3,대치,335,1,13,327.2
2529,평일,3,대치,335,1,14,358.4
2530,평일,3,대치,335,1,15,336.0
2531,평일,3,대치,335,1,16,356.8
2532,평일,3,대치,335,1,17,440.80000000000007
2533,평일,3,대치,335,1,18,462.40000000000003
2534,평일,3,대치,335,1,19,305.59999999999997
2535,평일,3,대치,335,1,20,184.00000000000003
2536,평일,3,대치,335,1,21,191.2
2537,평일,3,대치,335,1,22,228.8
2538,평일,3,대치,335,1,23,109.6
2539,평일,3,대치,335,1,24,55.2
2540,평일,3,대치,335,2,05,121.6
2541,평일,3,대치,335,2,06,202.40000000000003
2542,평일,3,대치,335,2,07,292.0
2543,평일,3,대치,335,2,08,332.79999999999995
2544,평일,3,대치,335,2,09,176.0
2545,평일,3,대치,335,2,10,179.2
2546,평일,3,대치,335,2,11,190.4
2547,평일,3,대치,335,2,12,208.8
2548,평일,3,대치,335,2,13,284.8
2549,평일,3,대치,335,2,14,335.2
2550,평일,3,대치,335,2,15,301.6
2551,평일,3,대치,335,2,16,455.19999999999993
2552,평일,3,대치,335,2,17,425.6
2553,평일,3,대치,335,2,18,527.2
2554,평일,3,대치,335,2,19,411.20000000000005
2555,평일,3,대치,335,2,20,306.4
2556,평일,3,대치,335,2,21,340.0
2557,평일,3,대치,335,2,22,408.80000000000007
2558,평일,3,대치,335,2,23,245.60000000000002
2559,평일,3,대치,335,2,24,72.0
2560,평일,3,도곡,334,1,05,104.0
2561,평일,3,도곡,334,1,06,178.4
2562,평일,3,도곡,334,1,07,524.8
2563,평일,3,도곡,334,1,08,870.4000000000001
2564,평일,3,도곡,334,1,09,509.5999999999999
2565,평일,3,도곡,334,1,10,401.6
2566,평일,3,도곡,334,1,11,452.0
2567,평일,3,도곡,334,1,12,493.6
2568,평일,3,도곡,334,1,13,382.4
2569,평일,3,도곡,334,1,14,410.4
2570,평일,3,도곡,334,1,15,403.20000000000005
2571,평일,3,도곡,334,1,16,417.6
2572,평일,3,도곡,334,1,17,496.8
2573,평일,3,도곡,334,1,18,555.2
2574,평일,3,도곡,334,1,19,368.79999999999995
2575,평일,3,도곡,334,1,20,222.4
2576,평일,3,도곡,334,1,21,227.2
2577,평일,3,도곡,334,1,22,270.4
2578,평일,3,도곡,334,1,23,124.8
2579,평일,3,도곡,334,1,24,61.599999999999994
2580,평일,3,도곡,334,2,05,123.2
2581,평일,3,도곡,334,2,06,216.8
2582,평일,3,도곡,334,2,07,323.20000000000005
2583,평일,3,도곡,334,2,08,369.6
2584,평일,3,도곡,334,2,09,200.8
2585,평일,3,도곡,334,2,10,212.8
2586,평일,3,도곡,334,2,11,224.8
2587,평일,3,도곡,334,2,12,273.6
2588,평일,3,도곡,334,2,13,364.0
2589,평일,3,도곡,334,2,14,406.4
2590,평일,3,도곡,334,2,15,355.2
2591,평일,3,도곡,334,2,16,528.8
2592,평일,3,도곡,334,2,17,500.0
2593,평일,3,도곡,334,2,18,586.4
2594,평일,3,도곡,334,2,19,455.20000000000005
2595,평일,3,도곡,334,2,20,336.8
2596,평일,3,도곡,334,2,21,370.4
2597,평일,3,도곡,334,2,22,392.0
2598,평일,3,도곡,334,2,23,300.0
2599,평일,3,도곡,334,2,24,88.80000000000001
2600,평일,3,독립문,316,1,05,280.0
2601,평일,3,독립문,316,1,06,204.0
2602,평일,3,독립문,316,1,07,222.4
2603,평일,3,독립문,316,1,08,256.0
2604,평일,3,독립문,316,1,09,236.8
2605,평일,3,독립문,316,1,10,226.4
2606,평일,3,독립문,316,1,11,340.0
2607,평일,3,독립문,316,1,12,498.40000000000003
2608,평일,3,독립문,316,1,13,543.2
2609,평일,3,독립문,316,1,14,577.5999999999999
2610,평일,3,독립문,316,1,15,943.1999999999999
2611,평일,3,독립문,316,1,16,853.6000000000001
2612,평일,3,독립문,316,1,17,1123.2
2613,평일,3,독립문,316,1,18,1645.6
2614,평일,3,독립문,316,1,19,1373.6
2615,평일,3,독립문,316,1,20,990.4
2616,평일,3,독립문,316,1,21,930.4000000000001
2617,평일,3,독립문,316,1,22,1006.4000000000001
2618,평일,3,독립문,316,1,23,674.4
2619,평일,3,독립문,316,1,24,281.59999999999997
2620,평일,3,독립문,316,2,05,409.6
2621,평일,3,독립문,316,2,06,704.8
2622,평일,3,독립문,316,2,07,1428.8000000000002
2623,평일,3,독립문,316,2,08,2046.4
2624,평일,3,독립문,316,2,09,1287.2000000000003
2625,평일,3,독립문,316,2,10,948.0
2626,평일,3,독립문,316,2,11,774.4000000000001
2627,평일,3,독립문,316,2,12,735.2
2628,평일,3,독립문,316,2,13,844.0
2629,평일,3,독립문,316,2,14,564.8
2630,평일,3,독립문,316,2,15,583.2
2631,평일,3,독립문,316,2,16,656.8
2632,평일,3,독립문,316,2,17,475.2
2633,평일,3,독립문,316,2,18,474.40000000000003
2634,평일,3,독립문,316,2,19,314.4
2635,평일,3,독립문,316,2,20,199.2
2636,평일,3,독립문,316,2,21,208.0
2637,평일,3,독립문,316,2,22,216.8
2638,평일,3,독립문,316,2,23,137.6
2639,평일,3,독립문,316,2,24,52.0
2640,평일,3,동대입구,322,1,05,140.8
2641,평일,3,동대입구,322,1,06,143.2
2642,평일,3,동대입구,322,1,07,460.8
2643,평일,3,동대입구,322,1,08,760.8000000000001
2644,평일,3,동대입구,322,1,09,507.20000000000005
2645,평일,3,동대입구,322,1,10,447.99999999999994
2646,평일,3,동대입구,322,1,11,627.2
2647,평일,3,동대입구,322,1,12,786.4
2648,평일,3,동대입구,322,1,13,678.3999999999999
2649,평일,3,동대입구,322,1,14,738.4
2650,평일,3,동대입구,322,1,15,936.8
2651,평일,3,동대입구,322,1,16,756.8
2652,평일,3,동대입구,322,1,17,1019.2
2653,평일,3,동대입구,322,1,18,1352.0
2654,평일,3,동대입구,322,1,19,1149.6
2655,평일,3,동대입구,322,1,20,765.6000000000001
2656,평일,3,동대입구,322,1,21,707.1999999999999
2657,평일,3,동대입구,322,1,22,764.8
2658,평일,3,동대입구,322,1,23,453.59999999999997
2659,평일,3,동대입구,322,1,24,211.2
2660,평일,3,동대입구,322,2,05,307.2
2661,평일,3,동대입구,322,2,06,458.4
2662,평일,3,동대입구,322,2,07,796.8
2663,평일,3,동대입구,322,2,08,1177.6
2664,평일,3,동대입구,322,2,09,879.1999999999999
2665,평일,3,동대입구,322,2,10,675.2
2666,평일,3,동대입구,322,2,11,601.6
2667,평일,3,동대입구,322,2,12,668.0
2668,평일,3,동대입구,322,2,13,932.8
2669,평일,3,동대입구,322,2,14,776.8
2670,평일,3,동대입구,322,2,15,825.5999999999999
2671,평일,3,동대입구,322,2,16,1136.8
2672,평일,3,동대입구,322,2,17,782.4000000000001
2673,평일,3,동대입구,322,2,18,1143.2
2674,평일,3,동대입구,322,2,19,703.2
2675,평일,3,동대입구,322,2,20,433.6
2676,평일,3,동대입구,322,2,21,499.20000000000005
2677,평일,3,동대입구,322,2,22,515.2
2678,평일,3,동대입구,322,2,23,337.6
2679,평일,3,동대입구,322,2,24,97.6
2680,평일,3,매봉,333,1,05,118.40000000000002
2681,평일,3,매봉,333,1,06,178.4
2682,평일,3,매봉,333,1,07,526.4
2683,평일,3,매봉,333,1,08,863.2
2684,평일,3,매봉,333,1,09,520.8
2685,평일,3,매봉,333,1,10,420.0
2686,평일,3,매봉,333,1,11,472.79999999999995
2687,평일,3,매봉,333,1,12,519.2
2688,평일,3,매봉,333,1,13,404.79999999999995
2689,평일,3,매봉,333,1,14,446.4
2690,평일,3,매봉,333,1,15,447.2
2691,평일,3,매봉,333,1,16,453.6
2692,평일,3,매봉,333,1,17,548.8
2693,평일,3,매봉,333,1,18,662.4000000000001
2694,평일,3,매봉,333,1,19,432.8
2695,평일,3,매봉,333,1,20,256.0
2696,평일,3,매봉,333,1,21,260.8
2697,평일,3,매봉,333,1,22,299.2
2698,평일,3,매봉,333,1,23,142.39999999999998
2699,평일,3,매봉,333,1,24,64.8
2700,평일,3,매봉,333,2,05,120.0
2701,평일,3,매봉,333,2,06,246.39999999999998
2702,평일,3,매봉,333,2,07,370.4
2703,평일,3,매봉,333,2,08,421.6
2704,평일,3,매봉,333,2,09,252.8
2705,평일,3,매봉,333,2,10,252.0
2706,평일,3,매봉,333,2,11,264.8
2707,평일,3,매봉,333,2,12,311.20000000000005
2708,평일,3,매봉,333,2,13,417.6
2709,평일,3,매봉,333,2,14,473.6
2710,평일,3,매봉,333,2,15,396.79999999999995
2711,평일,3,매봉,333,2,16,612.0
2712,평일,3,매봉,333,2,17,568.8
2713,평일,3,매봉,333,2,18,701.6
2714,평일,3,매봉,333,2,19,536.0
2715,평일,3,매봉,333,2,20,400.0
2716,평일,3,매봉,333,2,21,445.6
2717,평일,3,매봉,333,2,22,456.79999999999995
2718,평일,3,매봉,333,2,23,331.19999999999993
2719,평일,3,매봉,333,2,24,92.0
2720,평일,3,무악재,315,1,05,283.2
2721,평일,3,무악재,315,1,06,212.0
2722,평일,3,무악재,315,1,07,222.4
2723,평일,3,무악재,315,1,08,254.4
2724,평일,3,무악재,315,1,09,244.0
2725,평일,3,무악재,315,1,10,222.39999999999998
2726,평일,3,무악재,315,1,11,336.80000000000007
2727,평일,3,무악재,315,1,12,503.2
2728,평일,3,무악재,315,1,13,534.4
2729,평일,3,무악재,315,1,14,554.4000000000001
2730,평일,3,무악재,315,1,15,905.5999999999999
2731,평일,3,무악재,315,1,16,840.0
2732,평일,3,무악재,315,1,17,1100.0
2733,평일,3,무악재,315,1,18,1612.8000000000002
2734,평일,3,무악재,315,1,19,1336.8
2735,평일,3,무악재,315,1,20,962.4
2736,평일,3,무악재,315,1,21,897.6000000000001
2737,평일,3,무악재,315,1,22,982.4
2738,평일,3,무악재,315,1,23,664.0
2739,평일,3,무악재,315,1,24,327.2
2740,평일,3,무악재,315,2,05,603.2
2741,평일,3,무악재,315,2,06,677.5999999999999
2742,평일,3,무악재,315,2,07,1457.6000000000004
2743,평일,3,무악재,315,2,08,2007.9999999999998
2744,평일,3,무악재,315,2,09,1273.6
2745,평일,3,무악재,315,2,10,937.5999999999999
2746,평일,3,무악재,315,2,11,752.0
2747,평일,3,무악재,315,2,12,712.8
2748,평일,3,무악재,315,2,13,813.5999999999999
2749,평일,3,무악재,315,2,14,544.8
2750,평일,3,무악재,315,2,15,580.0
2751,평일,3,무악재,315,2,16,632.8000000000001
2752,평일,3,무악재,315,2,17,462.4
2753,평일,3,무악재,315,2,18,459.20000000000005
2754,평일,3,무악재,315,2,19,295.20000000000005
2755,평일,3,무악재,315,2,20,196.8
2756,평일,3,무악재,315,2,21,200.0
2757,평일,3,무악재,315,2,22,213.60000000000002
2758,평일,3,무악재,315,2,23,128.8
2759,평일,3,무악재,315,2,24,52.800000000000004
2760,평일,3,불광,312,1,05,446.3999999999999
2761,평일,3,불광,312,1,06,244.0
2762,평일,3,불광,312,1,07,238.4
2763,평일,3,불광,312,1,08,255.2
2764,평일,3,불광,312,1,09,197.60000000000002
2765,평일,3,불광,312,1,10,194.39999999999998
2766,평일,3,불광,312,1,11,282.4
2767,평일,3,불광,312,1,12,408.0
2768,평일,3,불광,312,1,13,468.0
2769,평일,3,불광,312,1,14,456.8
2770,평일,3,불광,312,1,15,726.4
2771,평일,3,불광,312,1,16,689.6000000000001
2772,평일,3,불광,312,1,17,847.1999999999999
2773,평일,3,불광,312,1,18,1264.8
2774,평일,3,불광,312,1,19,1072.0
2775,평일,3,불광,312,1,20,761.6
2776,평일,3,불광,312,1,21,703.2
2777,평일,3,불광,312,1,22,750.4
2778,평일,3,불광,312,1,23,519.2
2779,평일,3,불광,312,1,24,236.0
2780,평일,3,불광,312,2,05,457.6
2781,평일,3,불광,312,2,06,588.0
2782,평일,3,불광,312,2,07,1223.2
2783,평일,3,불광,312,2,08,1611.1999999999998
2784,평일,3,불광,312,2,09,1019.1999999999999
2785,평일,3,불광,312,2,10,775.2
2786,평일,3,불광,312,2,11,623.2
2787,평일,3,불광,312,2,12,602.4000000000001
2788,평일,3,불광,312,2,13,698.4
2789,평일,3,불광,312,2,14,459.20000000000005
2790,평일,3,불광,312,2,15,517.6
2791,평일,3,불광,312,2,16,516.0
2792,평일,3,불광,312,2,17,383.19999999999993
2793,평일,3,불광,312,2,18,384.0
2794,평일,3,불광,312,2,19,267.20000000000005
2795,평일,3,불광,312,2,20,178.4
2796,평일,3,불광,312,2,21,190.39999999999998
2797,평일,3,불광,312,2,22,206.4
2798,평일,3,불광,312,2,23,124.80000000000001
2799,평일,3,불광,312,2,24,50.400000000000006
2800,평일,3,수서,339,1,05,75.19999999999999
2801,평일,3,수서,339,1,06,120.80000000000001
2802,평일,3,수서,339,1,07,363.20000000000005
2803,평일,3,수서,339,1,08,584.0
2804,평일,3,수서,339,1,09,306.4
2805,평일,3,수서,339,1,10,260.0
2806,평일,3,수서,339,1,11,261.59999999999997
2807,평일,3,수서,339,1,12,269.6
2808,평일,3,수서,339,1,13,224.8
2809,평일,3,수서,339,1,14,246.4
2810,평일,3,수서,339,1,15,204.0
2811,평일,3,수서,339,1,16,212.8
2812,평일,3,수서,339,1,17,236.0
2813,평일,3,수서,339,1,18,327.2
2814,평일,3,수서,339,1,19,189.60000000000002
2815,평일,3,수서,339,1,20,116.0
2816,평일,3,수서,339,1,21,122.4
2817,평일,3,수서,339,1,22,112.8
2818,평일,3,수서,339,1,23,90.4
2819,평일,3,수서,339,1,24,45.60000000000001
2820,평일,3,수서,339,2,05,107.2
2821,평일,3,수서,339,2,06,116.0
2822,평일,3,수서,339,2,07,178.4
2823,평일,3,수서,339,2,08,276.0
2824,평일,3,수서,339,2,09,122.4
2825,평일,3,수서,339,2,10,104.0
2826,평일,3,수서,339,2,11,145.6
2827,평일,3,수서,339,2,12,147.2
2828,평일,3,수서,339,2,13,191.20000000000002
2829,평일,3,수서,339,2,14,239.2
2830,평일,3,수서,339,2,15,226.4
2831,평일,3,수서,339,2,16,357.6
2832,평일,3,수서,339,2,17,384.0
2833,평일,3,수서,339,2,18,416.0
2834,평일,3,수서,339,2,19,347.20000000000005
2835,평일,3,수서,339,2,20,242.40000000000003
2836,평일,3,수서,339,2,21,246.40000000000003
2837,평일,3,수서,339,2,22,261.6
