,사용일,호선,역명,sta_no,상하선,time,count
0,평일,1,동대문,155,1,05,136.0
1,평일,1,동대문,155,1,06,161.6
2,평일,1,동대문,155,1,07,262.4
3,평일,1,동대문,155,1,08,460.0
4,평일,1,동대문,155,1,09,416.79999999999995
5,평일,1,동대문,155,1,10,391.20000000000005
6,평일,1,동대문,155,1,11,476.0
7,평일,1,동대문,155,1,12,552.0
8,평일,1,동대문,155,1,13,591.2
9,평일,1,동대문,155,1,14,612.0
10,평일,1,동대문,155,1,15,660.0
11,평일,1,동대문,155,1,16,668.0
12,평일,1,동대문,155,1,17,806.4000000000001
13,평일,1,동대문,155,1,18,1210.4
14,평일,1,동대문,155,1,19,868.0
15,평일,1,동대문,155,1,20,552.8
16,평일,1,동대문,155,1,21,675.2
17,평일,1,동대문,155,1,22,756.8000000000001
18,평일,1,동대문,155,1,23,392.79999999999995
19,평일,1,동대문,155,1,24,144.0
20,평일,1,동대문,155,2,05,222.40000000000003
21,평일,1,동대문,155,2,06,320.0
22,평일,1,동대문,155,2,07,797.6
23,평일,1,동대문,155,2,08,1474.3999999999996
24,평일,1,동대문,155,2,09,664.0
25,평일,1,동대문,155,2,10,565.5999999999999
26,평일,1,동대문,155,2,11,524.0
27,평일,1,동대문,155,2,12,599.2
28,평일,1,동대문,155,2,13,591.2
29,평일,1,동대문,155,2,14,577.6
30,평일,1,동대문,155,2,15,624.8
31,평일,1,동대문,155,2,16,672.0
32,평일,1,동대문,155,2,17,712.8
33,평일,1,동대문,155,2,18,674.4000000000001
34,평일,1,동대문,155,2,19,370.4
35,평일,1,동대문,155,2,20,252.8
36,평일,1,동대문,155,2,21,278.4
37,평일,1,동대문,155,2,22,308.0
38,평일,1,동대문,155,2,23,183.2
39,평일,1,동대문,155,2,24,24.0
40,평일,1,동묘앞,159,1,05,123.2
41,평일,1,동묘앞,159,1,06,156.8
42,평일,1,동묘앞,159,1,07,226.4
43,평일,1,동묘앞,159,1,08,421.6
44,평일,1,동묘앞,159,1,09,352.0
45,평일,1,동묘앞,159,1,10,368.80000000000007
46,평일,1,동묘앞,159,1,11,438.4
47,평일,1,동묘앞,159,1,12,510.4
48,평일,1,동묘앞,159,1,13,535.2
49,평일,1,동묘앞,159,1,14,566.3999999999999
50,평일,1,동묘앞,159,1,15,607.2
51,평일,1,동묘앞,159,1,16,627.1999999999999
52,평일,1,동묘앞,159,1,17,725.5999999999999
53,평일,1,동묘앞,159,1,18,1126.4
54,평일,1,동묘앞,159,1,19,824.0
55,평일,1,동묘앞,159,1,20,497.59999999999997
56,평일,1,동묘앞,159,1,21,617.6
57,평일,1,동묘앞,159,1,22,696.8
58,평일,1,동묘앞,159,1,23,365.6
59,평일,1,동묘앞,159,1,24,113.6
60,평일,1,동묘앞,159,2,05,200.0
61,평일,1,동묘앞,159,2,06,325.6
62,평일,1,동묘앞,159,2,07,856.8000000000001
63,평일,1,동묘앞,159,2,08,1407.2
64,평일,1,동묘앞,159,2,09,704.8
65,평일,1,동묘앞,159,2,10,588.8
66,평일,1,동묘앞,159,2,11,540.0
67,평일,1,동묘앞,159,2,12,633.6
68,평일,1,동묘앞,159,2,13,588.0
69,평일,1,동묘앞,159,2,14,574.4
70,평일,1,동묘앞,159,2,15,639.2
71,평일,1,동묘앞,159,2,16,668.0
72,평일,1,동묘앞,159,2,17,703.1999999999999
73,평일,1,동묘앞,159,2,18,652.8
74,평일,1,동묘앞,159,2,19,360.79999999999995
75,평일,1,동묘앞,159,2,20,242.4
76,평일,1,동묘앞,159,2,21,278.4
77,평일,1,동묘앞,159,2,22,260.8
78,평일,1,동묘앞,159,2,23,176.0
79,평일,1,동묘앞,159,2,24,22.4
80,평일,1,서울역,150,1,05,139.2
81,평일,1,서울역,150,1,06,320.0
82,평일,1,서울역,150,1,07,675.2
83,평일,1,서울역,150,1,08,1248.8000000000002
84,평일,1,서울역,150,1,09,895.2
85,평일,1,서울역,150,1,10,543.2
86,평일,1,서울역,150,1,11,676.8
87,평일,1,서울역,150,1,12,625.5999999999999
88,평일,1,서울역,150,1,13,621.5999999999999
89,평일,1,서울역,150,1,14,524.8000000000001
90,평일,1,서울역,150,1,15,478.4
91,평일,1,서울역,150,1,16,487.2
92,평일,1,서울역,150,1,17,497.59999999999997
93,평일,1,서울역,150,1,18,729.5999999999999
94,평일,1,서울역,150,1,19,500.0
95,평일,1,서울역,150,1,20,295.20000000000005
96,평일,1,서울역,150,1,21,341.6
97,평일,1,서울역,150,1,22,308.0
98,평일,1,서울역,150,1,23,185.60000000000002
99,평일,1,서울역,150,1,24,38.4
100,평일,1,서울역,150,2,05,166.4
101,평일,1,서울역,150,2,06,242.39999999999998
102,평일,1,서울역,150,2,07,423.20000000000005
103,평일,1,서울역,150,2,08,579.2
104,평일,1,서울역,150,2,09,344.8
105,평일,1,서울역,150,2,10,347.19999999999993
106,평일,1,서울역,150,2,11,390.40000000000003
107,평일,1,서울역,150,2,12,507.20000000000005
108,평일,1,서울역,150,2,13,566.4000000000001
109,평일,1,서울역,150,2,14,608.8
110,평일,1,서울역,150,2,15,741.5999999999999
111,평일,1,서울역,150,2,16,850.3999999999999
112,평일,1,서울역,150,2,17,1075.1999999999998
113,평일,1,서울역,150,2,18,1524.8
114,평일,1,서울역,150,2,19,824.8
115,평일,1,서울역,150,2,20,633.5999999999999
116,평일,1,서울역,150,2,21,736.8
117,평일,1,서울역,150,2,22,789.6
118,평일,1,서울역,150,2,23,468.0
119,평일,1,서울역,150,2,24,81.6
120,평일,1,시청,151,1,05,124.80000000000001
121,평일,1,시청,151,1,06,264.8
122,평일,1,시청,151,1,07,523.2
123,평일,1,시청,151,1,08,932.8000000000001
124,평일,1,시청,151,1,09,775.2
125,평일,1,시청,151,1,10,507.2
126,평일,1,시청,151,1,11,636.8
127,평일,1,시청,151,1,12,600.8
128,평일,1,시청,151,1,13,594.4000000000001
129,평일,1,시청,151,1,14,538.4
130,평일,1,시청,151,1,15,504.0
131,평일,1,시청,151,1,16,508.8
132,평일,1,시청,151,1,17,542.4000000000001
133,평일,1,시청,151,1,18,852.8
134,평일,1,시청,151,1,19,597.6
135,평일,1,시청,151,1,20,352.79999999999995
136,평일,1,시청,151,1,21,416.0
137,평일,1,시청,151,1,22,382.40000000000003
138,평일,1,시청,151,1,23,227.20000000000002
139,평일,1,시청,151,1,24,85.6
140,평일,1,시청,151,2,05,129.60000000000002
141,평일,1,시청,151,2,06,205.60000000000002
142,평일,1,시청,151,2,07,421.6
143,평일,1,시청,151,2,08,556.8
144,평일,1,시청,151,2,09,342.4
145,평일,1,시청,151,2,10,329.6
146,평일,1,시청,151,2,11,365.6
147,평일,1,시청,151,2,12,476.0
148,평일,1,시청,151,2,13,543.2
149,평일,1,시청,151,2,14,604.0
150,평일,1,시청,151,2,15,693.5999999999999
151,평일,1,시청,151,2,16,832.0
152,평일,1,시청,151,2,17,948.8
153,평일,1,시청,151,2,18,1388.0
154,평일,1,시청,151,2,19,787.2
155,평일,1,시청,151,2,20,550.4
156,평일,1,시청,151,2,21,672.0
157,평일,1,시청,151,2,22,682.4000000000001
158,평일,1,시청,151,2,23,391.2
159,평일,1,시청,151,2,24,60.8
160,평일,1,신설동,156,1,05,121.6
161,평일,1,신설동,156,1,06,142.4
162,평일,1,신설동,156,1,07,189.60000000000002
163,평일,1,신설동,156,1,08,336.0
164,평일,1,신설동,156,1,09,380.79999999999995
165,평일,1,신설동,156,1,10,366.4
166,평일,1,신설동,156,1,11,461.6
167,평일,1,신설동,156,1,12,481.6
168,평일,1,신설동,156,1,13,509.6
169,평일,1,신설동,156,1,14,552.0
170,평일,1,신설동,156,1,15,578.4000000000001
171,평일,1,신설동,156,1,16,582.4
172,평일,1,신설동,156,1,17,868.0
173,평일,1,신설동,156,1,18,1059.2
174,평일,1,신설동,156,1,19,798.4
175,평일,1,신설동,156,1,20,509.6
176,평일,1,신설동,156,1,21,680.8
177,평일,1,신설동,156,1,22,750.4000000000001
178,평일,1,신설동,156,1,23,350.4
179,평일,1,신설동,156,1,24,92.00000000000001
180,평일,1,신설동,156,2,05,280.0
181,평일,1,신설동,156,2,06,377.6
182,평일,1,신설동,156,2,07,860.8000000000001
183,평일,1,신설동,156,2,08,1305.6
184,평일,1,신설동,156,2,09,656.8
185,평일,1,신설동,156,2,10,540.0
186,평일,1,신설동,156,2,11,500.8
187,평일,1,신설동,156,2,12,561.6
188,평일,1,신설동,156,2,13,561.6
189,평일,1,신설동,156,2,14,532.8000000000001
190,평일,1,신설동,156,2,15,572.8
191,평일,1,신설동,156,2,16,604.0
192,평일,1,신설동,156,2,17,736.8
193,평일,1,신설동,156,2,18,596.8
194,평일,1,신설동,156,2,19,321.6
195,평일,1,신설동,156,2,20,220.8
196,평일,1,신설동,156,2,21,252.0
197,평일,1,신설동,156,2,22,249.60000000000002
198,평일,1,신설동,156,2,23,168.0
199,평일,1,신설동,156,2,24,19.2
200,평일,1,제기동,157,1,05,121.6
201,평일,1,제기동,157,1,06,137.59999999999997
202,평일,1,제기동,157,1,07,171.20000000000002
203,평일,1,제기동,157,1,08,285.6
204,평일,1,제기동,157,1,09,316.0
205,평일,1,제기동,157,1,10,296.0
206,평일,1,제기동,157,1,11,357.6
207,평일,1,제기동,157,1,12,372.0
208,평일,1,제기동,157,1,13,396.79999999999995
209,평일,1,제기동,157,1,14,456.0
210,평일,1,제기동,157,1,15,520.0
211,평일,1,제기동,157,1,16,560.0
212,평일,1,제기동,157,1,17,847.2
213,평일,1,제기동,157,1,18,1057.6000000000001
214,평일,1,제기동,157,1,19,806.3999999999999
215,평일,1,제기동,157,1,20,493.59999999999997
216,평일,1,제기동,157,1,21,652.0
217,평일,1,제기동,157,1,22,712.0
218,평일,1,제기동,157,1,23,334.4
219,평일,1,제기동,157,1,24,174.39999999999998
220,평일,1,제기동,157,2,05,265.6
221,평일,1,제기동,157,2,06,358.4
222,평일,1,제기동,157,2,07,844.8
223,평일,1,제기동,157,2,08,1283.1999999999998
224,평일,1,제기동,157,2,09,620.8
225,평일,1,제기동,157,2,10,539.2
226,평일,1,제기동,157,2,11,460.79999999999995
227,평일,1,제기동,157,2,12,526.4
228,평일,1,제기동,157,2,13,520.8
229,평일,1,제기동,157,2,14,500.79999999999995
230,평일,1,제기동,157,2,15,540.8
231,평일,1,제기동,157,2,16,564.0
232,평일,1,제기동,157,2,17,672.0
233,평일,1,제기동,157,2,18,495.20000000000005
234,평일,1,제기동,157,2,19,276.8
235,평일,1,제기동,157,2,20,196.0
236,평일,1,제기동,157,2,21,226.4
237,평일,1,제기동,157,2,22,223.2
238,평일,1,제기동,157,2,23,161.60000000000002
239,평일,1,제기동,157,2,24,16.8
240,평일,1,종각,152,1,05,100.8
241,평일,1,종각,152,1,06,204.8
242,평일,1,종각,152,1,07,351.20000000000005
243,평일,1,종각,152,1,08,593.5999999999999
244,평일,1,종각,152,1,09,585.5999999999999
245,평일,1,종각,152,1,10,456.0
246,평일,1,종각,152,1,11,580.0
247,평일,1,종각,152,1,12,576.8
248,평일,1,종각,152,1,13,587.2
249,평일,1,종각,152,1,14,560.8
250,평일,1,종각,152,1,15,561.5999999999999
251,평일,1,종각,152,1,16,551.2
252,평일,1,종각,152,1,17,628.8000000000001
253,평일,1,종각,152,1,18,1067.1999999999998
254,평일,1,종각,152,1,19,701.6
255,평일,1,종각,152,1,20,469.6
256,평일,1,종각,152,1,21,605.5999999999999
257,평일,1,종각,152,1,22,592.0
258,평일,1,종각,152,1,23,313.6
259,평일,1,종각,152,1,24,104.0
260,평일,1,종각,152,2,05,137.59999999999997
261,평일,1,종각,152,2,06,222.39999999999998
262,평일,1,종각,152,2,07,481.59999999999997
263,평일,1,종각,152,2,08,792.0
264,평일,1,종각,152,2,09,412.8
265,평일,1,종각,152,2,10,355.2
266,평일,1,종각,152,2,11,383.20000000000005
267,평일,1,종각,152,2,12,477.6
268,평일,1,종각,152,2,13,544.0
269,평일,1,종각,152,2,14,584.8
270,평일,1,종각,152,2,15,653.5999999999999
271,평일,1,종각,152,2,16,768.8000000000002
272,평일,1,종각,152,2,17,852.0
273,평일,1,종각,152,2,18,1107.1999999999998
274,평일,1,종각,152,2,19,623.2
275,평일,1,종각,152,2,20,441.59999999999997
276,평일,1,종각,152,2,21,539.1999999999999
277,평일,1,종각,152,2,22,577.5999999999999
278,평일,1,종각,152,2,23,353.59999999999997
279,평일,1,종각,152,2,24,59.20000000000001
280,평일,1,종로3가,153,1,05,100.8
281,평일,1,종로3가,153,1,06,200.8
282,평일,1,종로3가,153,1,07,361.6
283,평일,1,종로3가,153,1,08,668.0
284,평일,1,종로3가,153,1,09,578.4
285,평일,1,종로3가,153,1,10,488.00000000000006
286,평일,1,종로3가,153,1,11,574.4000000000001
287,평일,1,종로3가,153,1,12,638.4
288,평일,1,종로3가,153,1,13,652.0
289,평일,1,종로3가,153,1,14,627.2
290,평일,1,종로3가,153,1,15,658.4
291,평일,1,종로3가,153,1,16,637.5999999999999
292,평일,1,종로3가,153,1,17,724.8
293,평일,1,종로3가,153,1,18,1152.0
294,평일,1,종로3가,153,1,19,812.0
295,평일,1,종로3가,153,1,20,529.5999999999999
296,평일,1,종로3가,153,1,21,676.0
297,평일,1,종로3가,153,1,22,686.4
298,평일,1,종로3가,153,1,23,344.8
299,평일,1,종로3가,153,1,24,118.4
300,평일,1,종로3가,153,2,05,184.00000000000003
301,평일,1,종로3가,153,2,06,257.6
302,평일,1,종로3가,153,2,07,628.0
303,평일,1,종로3가,153,2,08,1162.4
304,평일,1,종로3가,153,2,09,563.2
305,평일,1,종로3가,153,2,10,429.6
306,평일,1,종로3가,153,2,11,431.19999999999993
307,평일,1,종로3가,153,2,12,507.2
308,평일,1,종로3가,153,2,13,555.2
309,평일,1,종로3가,153,2,14,573.6000000000001
310,평일,1,종로3가,153,2,15,629.5999999999999
311,평일,1,종로3가,153,2,16,724.8000000000001
312,평일,1,종로3가,153,2,17,779.1999999999999
313,평일,1,종로3가,153,2,18,863.2
314,평일,1,종로3가,153,2,19,500.79999999999995
315,평일,1,종로3가,153,2,20,328.0
316,평일,1,종로3가,153,2,21,360.00000000000006
317,평일,1,종로3가,153,2,22,396.0
318,평일,1,종로3가,153,2,23,227.20000000000005
319,평일,1,종로3가,153,2,24,36.800000000000004
320,평일,1,종로5가,154,1,05,92.8
321,평일,1,종로5가,154,1,06,162.39999999999998
322,평일,1,종로5가,154,1,07,292.8
323,평일,1,종로5가,154,1,08,496.8
324,평일,1,종로5가,154,1,09,455.19999999999993
325,평일,1,종로5가,154,1,10,412.79999999999995
326,평일,1,종로5가,154,1,11,501.6
327,평일,1,종로5가,154,1,12,570.4000000000001
328,평일,1,종로5가,154,1,13,597.5999999999999
329,평일,1,종로5가,154,1,14,607.2
330,평일,1,종로5가,154,1,15,648.8
331,평일,1,종로5가,154,1,16,638.4
332,평일,1,종로5가,154,1,17,759.2
333,평일,1,종로5가,154,1,18,1230.3999999999999
334,평일,1,종로5가,154,1,19,858.4
335,평일,1,종로5가,154,1,20,558.4
336,평일,1,종로5가,154,1,21,684.8000000000001
337,평일,1,종로5가,154,1,22,740.0
338,평일,1,종로5가,154,1,23,354.40000000000003
339,평일,1,종로5가,154,1,24,119.19999999999999
340,평일,1,종로5가,154,2,05,216.0
341,평일,1,종로5가,154,2,06,304.0
342,평일,1,종로5가,154,2,07,718.4000000000001
343,평일,1,종로5가,154,2,08,1301.6000000000001
344,평일,1,종로5가,154,2,09,611.2
345,평일,1,종로5가,154,2,10,529.6
346,평일,1,종로5가,154,2,11,511.20000000000005
347,평일,1,종로5가,154,2,12,611.2
348,평일,1,종로5가,154,2,13,625.5999999999999
349,평일,1,종로5가,154,2,14,632.0
350,평일,1,종로5가,154,2,15,694.4
351,평일,1,종로5가,154,2,16,756.8
352,평일,1,종로5가,154,2,17,829.5999999999999
353,평일,1,종로5가,154,2,18,858.4
354,평일,1,종로5가,154,2,19,460.8
355,평일,1,종로5가,154,2,20,313.59999999999997
356,평일,1,종로5가,154,2,21,332.8
357,평일,1,종로5가,154,2,22,379.20000000000005
358,평일,1,종로5가,154,2,23,236.0
359,평일,1,종로5가,154,2,24,40.8
360,평일,1,청량리,158,1,05,115.20000000000002
361,평일,1,청량리,158,1,06,108.80000000000001
362,평일,1,청량리,158,1,07,143.2
363,평일,1,청량리,158,1,08,235.2
364,평일,1,청량리,158,1,09,217.60000000000002
365,평일,1,청량리,158,1,10,260.0
366,평일,1,청량리,158,1,11,298.40000000000003
367,평일,1,청량리,158,1,12,294.4
368,평일,1,청량리,158,1,13,305.59999999999997
369,평일,1,청량리,158,1,14,383.19999999999993
370,평일,1,청량리,158,1,15,459.20000000000005
371,평일,1,청량리,158,1,16,481.59999999999997
372,평일,1,청량리,158,1,17,752.8
373,평일,1,청량리,158,1,18,956.8
374,평일,1,청량리,158,1,19,720.0
375,평일,1,청량리,158,1,20,444.0
376,평일,1,청량리,158,1,21,568.8
377,평일,1,청량리,158,1,22,539.2
378,평일,1,청량리,158,1,23,361.59999999999997
379,평일,1,청량리,158,1,24,96.0
380,평일,1,청량리,158,2,05,273.6
381,평일,1,청량리,158,2,06,344.8
382,평일,1,청량리,158,2,07,944.8
383,평일,1,청량리,158,2,08,1218.4
384,평일,1,청량리,158,2,09,609.6
385,평일,1,청량리,158,2,10,512.8
386,평일,1,청량리,158,2,11,447.20000000000005
387,평일,1,청량리,158,2,12,471.20000000000005
388,평일,1,청량리,158,2,13,476.0
389,평일,1,청량리,158,2,14,416.79999999999995
390,평일,1,청량리,158,2,15,430.40000000000003
391,평일,1,청량리,158,2,16,439.2
392,평일,1,청량리,158,2,17,572.8
393,평일,1,청량리,158,2,18,390.4
394,평일,1,청량리,158,2,19,255.2
395,평일,1,청량리,158,2,20,179.2
396,평일,1,청량리,158,2,21,211.2
397,평일,1,청량리,158,2,22,215.2
398,평일,1,청량리,158,2,23,144.8
399,평일,1,청량리,158,2,24,9.6
400,평일,2,강남,222,1,05,430.3999999999999
401,평일,2,강남,222,1,06,288.0
402,평일,2,강남,222,1,07,556.0
403,평일,2,강남,222,1,08,862.4000000000001
404,평일,2,강남,222,1,09,592.0
405,평일,2,강남,222,1,10,558.4000000000001
406,평일,2,강남,222,1,11,660.8
407,평일,2,강남,222,1,12,787.2
408,평일,2,강남,222,1,13,939.1999999999999
409,평일,2,강남,222,1,14,984.0
410,평일,2,강남,222,1,15,1262.4
411,평일,2,강남,222,1,16,1346.4
412,평일,2,강남,222,1,17,1711.1999999999998
413,평일,2,강남,222,1,18,2100.8
414,평일,2,강남,222,1,19,1462.3999999999996
415,평일,2,강남,222,1,20,1100.8
416,평일,2,강남,222,1,21,1636.0
417,평일,2,강남,222,1,22,1640.0
418,평일,2,강남,222,1,23,800.8
419,평일,2,강남,222,1,24,448.8
420,평일,2,강남,222,2,05,948.8
421,평일,2,강남,222,2,06,552.8
422,평일,2,강남,222,2,07,1139.9999999999998
423,평일,2,강남,222,2,08,1721.6
424,평일,2,강남,222,2,09,1427.2
425,평일,2,강남,222,2,10,839.1999999999999
426,평일,2,강남,222,2,11,800.0
427,평일,2,강남,222,2,12,824.0
428,평일,2,강남,222,2,13,932.8
429,평일,2,강남,222,2,14,805.6
430,평일,2,강남,222,2,15,857.6
431,평일,2,강남,222,2,16,910.4000000000001
432,평일,2,강남,222,2,17,847.1999999999999
433,평일,2,강남,222,2,18,1190.4
434,평일,2,강남,222,2,19,936.8000000000001
435,평일,2,강남,222,2,20,739.2
436,평일,2,강남,222,2,21,920.0
437,평일,2,강남,222,2,22,1005.6
438,평일,2,강남,222,2,23,704.0
439,평일,2,강남,222,2,24,236.8
440,평일,2,강변,214,1,05,275.19999999999993
441,평일,2,강변,214,1,06,257.6
442,평일,2,강변,214,1,07,581.6
443,평일,2,강변,214,1,08,1093.6
444,평일,2,강변,214,1,09,722.3999999999999
445,평일,2,강변,214,1,10,429.6
446,평일,2,강변,214,1,11,494.40000000000003
447,평일,2,강변,214,1,12,551.2
448,평일,2,강변,214,1,13,571.2
449,평일,2,강변,214,1,14,535.2
450,평일,2,강변,214,1,15,596.0
451,평일,2,강변,214,1,16,590.4
452,평일,2,강변,214,1,17,574.4
453,평일,2,강변,214,1,18,676.0
454,평일,2,강변,214,1,19,491.19999999999993
455,평일,2,강변,214,1,20,370.40000000000003
456,평일,2,강변,214,1,21,467.20000000000005
457,평일,2,강변,214,1,22,488.79999999999995
458,평일,2,강변,214,1,23,325.6
459,평일,2,강변,214,1,24,211.19999999999996
460,평일,2,강변,214,2,05,281.6
461,평일,2,강변,214,2,06,278.4
462,평일,2,강변,214,2,07,676.8
463,평일,2,강변,214,2,08,674.4
464,평일,2,강변,214,2,09,426.4
465,평일,2,강변,214,2,10,338.4
466,평일,2,강변,214,2,11,480.80000000000007
467,평일,2,강변,214,2,12,503.2
468,평일,2,강변,214,2,13,492.0
469,평일,2,강변,214,2,14,489.59999999999997
470,평일,2,강변,214,2,15,572.0
471,평일,2,강변,214,2,16,611.2
472,평일,2,강변,214,2,17,690.4
473,평일,2,강변,214,2,18,884.0
474,평일,2,강변,214,2,19,723.2
475,평일,2,강변,214,2,20,581.6
476,평일,2,강변,214,2,21,677.5999999999999
477,평일,2,강변,214,2,22,721.6000000000001
478,평일,2,강변,214,2,23,393.6
479,평일,2,강변,214,2,24,133.6
480,평일,2,건대입구,212,1,05,172.8
481,평일,2,건대입구,212,1,06,240.0
482,평일,2,건대입구,212,1,07,444.0
483,평일,2,건대입구,212,1,08,850.4000000000001
484,평일,2,건대입구,212,1,09,561.6
485,평일,2,건대입구,212,1,10,381.6
486,평일,2,건대입구,212,1,11,507.2
487,평일,2,건대입구,212,1,12,532.8
488,평일,2,건대입구,212,1,13,578.4
489,평일,2,건대입구,212,1,14,600.0
490,평일,2,건대입구,212,1,15,644.0
491,평일,2,건대입구,212,1,16,678.4
492,평일,2,건대입구,212,1,17,628.0
493,평일,2,건대입구,212,1,18,798.4
494,평일,2,건대입구,212,1,19,584.8000000000001
495,평일,2,건대입구,212,1,20,453.6
496,평일,2,건대입구,212,1,21,592.8
497,평일,2,건대입구,212,1,22,616.0
498,평일,2,건대입구,212,1,23,420.79999999999995
499,평일,2,건대입구,212,1,24,277.59999999999997
500,평일,2,건대입구,212,2,05,468.79999999999995
501,평일,2,건대입구,212,2,06,383.20000000000005
502,평일,2,건대입구,212,2,07,893.6
503,평일,2,건대입구,212,2,08,1004.8
504,평일,2,건대입구,212,2,09,536.0
505,평일,2,건대입구,212,2,10,378.4
506,평일,2,건대입구,212,2,11,516.8
507,평일,2,건대입구,212,2,12,539.2
508,평일,2,건대입구,212,2,13,514.4
509,평일,2,건대입구,212,2,14,512.8
510,평일,2,건대입구,212,2,15,556.0
511,평일,2,건대입구,212,2,16,561.6
512,평일,2,건대입구,212,2,17,664.8000000000001
513,평일,2,건대입구,212,2,18,730.4
514,평일,2,건대입구,212,2,19,560.8
515,평일,2,건대입구,212,2,20,483.2
516,평일,2,건대입구,212,2,21,535.1999999999999
517,평일,2,건대입구,212,2,22,621.6
518,평일,2,건대입구,212,2,23,367.2
519,평일,2,건대입구,212,2,24,107.20000000000002
520,평일,2,교대,223,1,05,411.20000000000005
521,평일,2,교대,223,1,06,275.2
522,평일,2,교대,223,1,07,552.0
523,평일,2,교대,223,1,08,823.2
524,평일,2,교대,223,1,09,520.8000000000001
525,평일,2,교대,223,1,10,536.0
526,평일,2,교대,223,1,11,610.4000000000001
527,평일,2,교대,223,1,12,715.1999999999999
528,평일,2,교대,223,1,13,876.0
529,평일,2,교대,223,1,14,920.8
530,평일,2,교대,223,1,15,1196.8
531,평일,2,교대,223,1,16,1309.6
532,평일,2,교대,223,1,17,1643.2
533,평일,2,교대,223,1,18,2156.0
534,평일,2,교대,223,1,19,1548.0
535,평일,2,교대,223,1,20,1173.6
536,평일,2,교대,223,1,21,1723.2
537,평일,2,교대,223,1,22,1820.8000000000002
538,평일,2,교대,223,1,23,887.2
539,평일,2,교대,223,1,24,462.4
540,평일,2,교대,223,2,05,1203.1999999999998
541,평일,2,교대,223,2,06,711.2
542,평일,2,교대,223,2,07,1484.8
543,평일,2,교대,223,2,08,2065.6
544,평일,2,교대,223,2,09,1774.3999999999999
545,평일,2,교대,223,2,10,1058.4
546,평일,2,교대,223,2,11,928.0
547,평일,2,교대,223,2,12,928.0
548,평일,2,교대,223,2,13,1059.2000000000003
549,평일,2,교대,223,2,14,906.4000000000001
550,평일,2,교대,223,2,15,928.0
551,평일,2,교대,223,2,16,923.2
552,평일,2,교대,223,2,17,904.8
553,평일,2,교대,223,2,18,1247.2
554,평일,2,교대,223,2,19,935.2000000000002
555,평일,2,교대,223,2,20,687.2
556,평일,2,교대,223,2,21,742.4000000000001
557,평일,2,교대,223,2,22,735.2
558,평일,2,교대,223,2,23,566.4000000000001
559,평일,2,교대,223,2,24,223.2
560,평일,2,구로디지털단지,232,1,05,1176.0
561,평일,2,구로디지털단지,232,1,06,599.2
562,평일,2,구로디지털단지,232,1,07,976.0000000000001
563,평일,2,구로디지털단지,232,1,08,1204.0
564,평일,2,구로디지털단지,232,1,09,643.2
565,평일,2,구로디지털단지,232,1,10,464.0
566,평일,2,구로디지털단지,232,1,11,497.6
567,평일,2,구로디지털단지,232,1,12,675.2
568,평일,2,구로디지털단지,232,1,13,721.6
569,평일,2,구로디지털단지,232,1,14,749.6000000000001
570,평일,2,구로디지털단지,232,1,15,837.6
571,평일,2,구로디지털단지,232,1,16,1003.2
572,평일,2,구로디지털단지,232,1,17,1237.6
573,평일,2,구로디지털단지,232,1,18,1484.8
574,평일,2,구로디지털단지,232,1,19,1011.2
575,평일,2,구로디지털단지,232,1,20,688.0
576,평일,2,구로디지털단지,232,1,21,848.8
577,평일,2,구로디지털단지,232,1,22,1041.6
578,평일,2,구로디지털단지,232,1,23,610.3999999999999
579,평일,2,구로디지털단지,232,1,24,210.39999999999998
580,평일,2,구로디지털단지,232,2,05,676.8
581,평일,2,구로디지털단지,232,2,06,523.2
582,평일,2,구로디지털단지,232,2,07,927.2
583,평일,2,구로디지털단지,232,2,08,1248.0
584,평일,2,구로디지털단지,232,2,09,812.0
585,평일,2,구로디지털단지,232,2,10,692.0
586,평일,2,구로디지털단지,232,2,11,592.0
587,평일,2,구로디지털단지,232,2,12,583.2
588,평일,2,구로디지털단지,232,2,13,672.0
589,평일,2,구로디지털단지,232,2,14,558.4
590,평일,2,구로디지털단지,232,2,15,595.2
591,평일,2,구로디지털단지,232,2,16,629.5999999999999
592,평일,2,구로디지털단지,232,2,17,708.0
593,평일,2,구로디지털단지,232,2,18,1181.6000000000001
594,평일,2,구로디지털단지,232,2,19,975.2
595,평일,2,구로디지털단지,232,2,20,670.4
596,평일,2,구로디지털단지,232,2,21,883.1999999999999
597,평일,2,구로디지털단지,232,2,22,836.8
598,평일,2,구로디지털단지,232,2,23,732.8000000000001
599,평일,2,구로디지털단지,232,2,24,340.0
600,평일,2,구의,213,1,05,222.40000000000003
601,평일,2,구의,213,1,06,256.0
602,평일,2,구의,213,1,07,470.4
603,평일,2,구의,213,1,08,927.2
604,평일,2,구의,213,1,09,611.2
605,평일,2,구의,213,1,10,386.4
606,평일,2,구의,213,1,11,494.40000000000003
607,평일,2,구의,213,1,12,539.2
608,평일,2,구의,213,1,13,572.0
609,평일,2,구의,213,1,14,580.8
610,평일,2,구의,213,1,15,614.4
611,평일,2,구의,213,1,16,644.0
612,평일,2,구의,213,1,17,589.5999999999999
613,평일,2,구의,213,1,18,734.4000000000001
614,평일,2,구의,213,1,19,520.8
615,평일,2,구의,213,1,20,402.40000000000003
616,평일,2,구의,213,1,21,531.2
617,평일,2,구의,213,1,22,545.6
618,평일,2,구의,213,1,23,372.0
619,평일,2,구의,213,1,24,240.0
